n_hidden_units,step,epoch,batch_size,embedding_size,keep_prob,random_embedding,multi_granined,multi_granined_out,multi_granined_outmode,initial_learning_rate,final_learning_rate,AUC
200,16501,,16,200,0.5,False,False,True,mean,0.001,1e-05,0.729253518802
200,17001,,16,200,0.5,False,False,True,mean,0.001,1e-05,0.729533440448
200,17501,,16,200,0.5,False,False,True,mean,0.001,1e-05,0.73129157388
200,18001,,16,200,0.5,False,False,True,mean,0.001,1e-05,0.732073377328
200,18501,,16,200,0.5,False,False,True,mean,0.001,1e-05,0.73208656427
200,19001,,16,200,0.5,False,False,True,mean,0.001,1e-05,0.73218290942
200,19501,,16,200,0.5,False,False,True,mean,0.001,1e-05,0.73246370452
200,20001,,16,200,0.5,False,False,True,mean,0.001,1e-05,0.732593128506
200,501,,16,200,0.5,False,True,False,max,0.001,1e-05,0.70678832818
200,1001,,16,200,0.5,False,True,False,max,0.001,1e-05,0.736696551705
200,1501,,16,200,0.5,False,True,False,max,0.001,1e-05,0.745200854782
200,2001,,16,200,0.5,False,True,False,max,0.001,1e-05,0.751139299881
200,2501,,16,200,0.5,False,True,False,max,0.001,1e-05,0.755605556047
200,3001,,16,200,0.5,False,True,False,max,0.001,1e-05,0.758415936676
200,3501,,16,200,0.5,False,True,False,max,0.001,1e-05,0.760790479195
200,4001,,16,200,0.5,False,True,False,max,0.001,1e-05,0.761462470038
200,4501,,16,200,0.5,False,True,False,max,0.001,1e-05,0.763055258646
200,5001,,16,200,0.5,False,True,False,max,0.001,1e-05,0.763565724957
200,5501,,16,200,0.5,False,True,False,max,0.001,1e-05,0.763669952746
200,6001,,16,200,0.5,False,True,False,max,0.001,1e-05,0.764063614292
200,6501,,16,200,0.5,False,True,False,max,0.001,1e-05,0.764055376721
200,7001,,16,200,0.5,False,True,False,max,0.001,1e-05,0.764063293532
200,7501,,16,200,0.5,False,True,False,max,0.001,1e-05,0.764232213604
200,8001,,16,200,0.5,False,True,False,max,0.001,1e-05,0.764301698858
200,8501,,16,200,0.5,False,True,False,max,0.001,1e-05,0.764286199764
200,9001,,16,200,0.5,False,True,False,max,0.001,1e-05,0.764297550405
200,9501,,16,200,0.5,False,True,False,max,0.001,1e-05,0.764533705874
200,10001,,16,200,0.5,False,True,False,max,0.001,1e-05,0.764435715918
200,10501,,16,200,0.5,False,True,False,max,0.001,1e-05,0.764456147952
200,11001,,16,200,0.5,False,True,False,max,0.001,1e-05,0.764511682244
200,11501,,16,200,0.5,False,True,False,max,0.001,1e-05,0.76455864613
200,12001,,16,200,0.5,False,True,False,max,0.001,1e-05,0.764589479431
200,12501,,16,200,0.5,False,True,False,max,0.001,1e-05,0.764818225924
200,13001,,16,200,0.5,False,True,False,max,0.001,1e-05,0.764879014004
200,13501,,16,200,0.5,False,True,False,max,0.001,1e-05,0.764881229759
200,14001,,16,200,0.5,False,True,False,max,0.001,1e-05,0.765067319162
200,14501,,16,200,0.5,False,True,False,max,0.001,1e-05,0.765213424173
200,15001,,16,200,0.5,False,True,False,max,0.001,1e-05,0.765252246716
200,15501,,16,200,0.5,False,True,False,max,0.001,1e-05,0.765335597846
200,16001,,16,200,0.5,False,True,False,max,0.001,1e-05,0.765387161593
200,16501,,16,200,0.5,False,True,False,max,0.001,1e-05,0.765482849302
200,17001,,16,200,0.5,False,True,False,max,0.001,1e-05,0.765455316627
200,17501,,16,200,0.5,False,True,False,max,0.001,1e-05,0.765556107425
200,18001,,16,200,0.5,False,True,False,max,0.001,1e-05,0.765621358612
200,18501,,16,200,0.5,False,True,False,max,0.001,1e-05,0.765689661056
200,19001,,16,200,0.5,False,True,False,max,0.001,1e-05,0.765688353581
200,19501,,16,200,0.5,False,True,False,max,0.001,1e-05,0.765772666386
200,20001,,16,200,0.5,False,True,False,max,0.001,1e-05,0.765955562996
200,501,,16,200,0.5,False,True,True,max,0.001,1e-05,0.662273211575
200,1001,,16,200,0.5,False,True,True,max,0.001,1e-05,0.726937874399
200,1501,,16,200,0.5,False,True,True,max,0.001,1e-05,0.73897919964
200,2001,,16,200,0.5,False,True,True,max,0.001,1e-05,0.750435483226
200,2501,,16,200,0.5,False,True,True,max,0.001,1e-05,0.75585335756
200,3001,,16,200,0.5,False,True,True,max,0.001,1e-05,0.759390053091
200,3501,,16,200,0.5,False,True,True,max,0.001,1e-05,0.762122310979
200,4001,,16,200,0.5,False,True,True,max,0.001,1e-05,0.764313220117
200,4501,,16,200,0.5,False,True,True,max,0.001,1e-05,0.769145176335
200,5001,,16,200,0.5,False,True,True,max,0.001,1e-05,0.769547225159
200,5501,,16,200,0.5,False,True,True,max,0.001,1e-05,0.769693705645
200,6001,,16,200,0.5,False,True,True,max,0.001,1e-05,0.770150942946
200,6501,,16,200,0.5,False,True,True,max,0.001,1e-05,0.770153831285
200,7001,,16,200,0.5,False,True,True,max,0.001,1e-05,0.770348559771
200,7501,,16,200,0.5,False,True,True,max,0.001,1e-05,0.770637902049
200,8001,,16,200,0.5,False,True,True,max,0.001,1e-05,0.770702941171
200,8501,,16,200,0.5,False,True,True,max,0.001,1e-05,0.770731501651
200,9001,,16,200,0.5,False,True,True,max,0.001,1e-05,0.770773359884
200,9501,,16,200,0.5,False,True,True,max,0.001,1e-05,0.770804448662
200,10001,,16,200,0.5,False,True,True,max,0.001,1e-05,0.770842450715
200,10501,,16,200,0.5,False,True,True,max,0.001,1e-05,0.771218837011
200,11001,,16,200,0.5,False,True,True,max,0.001,1e-05,0.771210279507
200,11501,,16,200,0.5,False,True,True,max,0.001,1e-05,0.77133589055
200,12001,,16,200,0.5,False,True,True,max,0.001,1e-05,0.771681497218
200,12501,,16,200,0.5,False,True,True,max,0.001,1e-05,0.771822239927
200,13001,,16,200,0.5,False,True,True,max,0.001,1e-05,0.771626249448
200,13501,,16,200,0.5,False,True,True,max,0.001,1e-05,0.771716992185
200,14001,,16,200,0.5,False,True,True,max,0.001,1e-05,0.771767588339
200,14501,,16,200,0.5,False,True,True,max,0.001,1e-05,0.77206095576
200,15001,,16,200,0.5,False,True,True,max,0.001,1e-05,0.772346540206
200,15501,,16,200,0.5,False,True,True,max,0.001,1e-05,0.772396801137
200,16001,,16,200,0.5,False,True,True,max,0.001,1e-05,0.772438566941
200,16501,,16,200,0.5,False,True,True,max,0.001,1e-05,0.772451804998
200,17001,,16,200,0.5,False,True,True,max,0.001,1e-05,0.772473791596
200,17501,,16,200,0.5,False,True,True,max,0.001,1e-05,0.772568893384
200,18001,,16,200,0.5,False,True,True,max,0.001,1e-05,0.772616699054
200,18501,,16,200,0.5,False,True,True,max,0.001,1e-05,0.772653388587
200,19001,,16,200,0.5,False,True,True,max,0.001,1e-05,0.772635176873
200,19501,,16,200,0.5,False,True,True,max,0.001,1e-05,0.772672925515
200,20001,,16,200,0.5,False,True,True,max,0.001,1e-05,0.772629407884
200,501,,16,200,0.5,False,True,True,mean,0.001,1e-05,0.691880529196
200,1001,,16,200,0.5,False,True,True,mean,0.001,1e-05,0.745839476408
200,1501,,16,200,0.5,False,True,True,mean,0.001,1e-05,0.753870515747
200,2001,,16,200,0.5,False,True,True,mean,0.001,1e-05,0.760941960219
200,2501,,16,200,0.5,False,True,True,mean,0.001,1e-05,0.762798944485
200,3001,,16,200,0.5,False,True,True,mean,0.001,1e-05,0.768066489516
200,3501,,16,200,0.5,False,True,True,mean,0.001,1e-05,0.770607512509
200,4001,,16,200,0.5,False,True,True,mean,0.001,1e-05,0.77330748229
200,4501,,16,200,0.5,False,True,True,mean,0.001,1e-05,0.775367051651
200,5001,,16,200,0.5,False,True,True,mean,0.001,1e-05,0.776160347179
200,5501,,16,200,0.5,False,True,True,mean,0.001,1e-05,0.777074918201
200,6001,,16,200,0.5,False,True,True,mean,0.001,1e-05,0.777000527121
200,6501,,16,200,0.5,False,True,True,mean,0.001,1e-05,0.777089164233
200,7001,,16,200,0.5,False,True,True,mean,0.001,1e-05,0.77712441365
200,7501,,16,200,0.5,False,True,True,mean,0.001,1e-05,0.777090768794
200,8001,,16,200,0.5,False,True,True,mean,0.001,1e-05,0.777657068227
200,8501,,16,200,0.5,False,True,True,mean,0.001,1e-05,0.777680771929
200,9001,,16,200,0.5,False,True,True,mean,0.001,1e-05,0.777683828122
200,9501,,16,200,0.5,False,True,True,mean,0.001,1e-05,0.77774507476
200,10001,,16,200,0.5,False,True,True,mean,0.001,1e-05,0.777182138781
200,10501,,16,200,0.5,False,True,True,mean,0.001,1e-05,0.777321253272
200,11001,,16,200,0.5,False,True,True,mean,0.001,1e-05,0.777040069706
200,11501,,16,200,0.5,False,True,True,mean,0.001,1e-05,0.777460100492
200,12001,,16,200,0.5,False,True,True,mean,0.001,1e-05,0.777445952485
200,12501,,16,200,0.5,False,True,True,mean,0.001,1e-05,0.778237447933
200,13001,,16,200,0.5,False,True,True,mean,0.001,1e-05,0.778236360456
200,13501,,16,200,0.5,False,True,True,mean,0.001,1e-05,0.778162330161
200,14001,,16,200,0.5,False,True,True,mean,0.001,1e-05,0.778093792568
200,14501,,16,200,0.5,False,True,True,mean,0.001,1e-05,0.778272154313
200,15001,,16,200,0.5,False,True,True,mean,0.001,1e-05,0.778221660954
200,15501,,16,200,0.5,False,True,True,mean,0.001,1e-05,0.778176166784
200,16001,,16,200,0.5,False,True,True,mean,0.001,1e-05,0.778247690686
200,16501,,16,200,0.5,False,True,True,mean,0.001,1e-05,0.778101982276
200,17001,,16,200,0.5,False,True,True,mean,0.001,1e-05,0.778148321485
200,17501,,16,200,0.5,False,True,True,mean,0.001,1e-05,0.778509887974
200,18001,,16,200,0.5,False,True,True,mean,0.001,1e-05,0.778573896367
200,18501,,16,200,0.5,False,True,True,mean,0.001,1e-05,0.778612907487
200,19001,,16,200,0.5,False,True,True,mean,0.001,1e-05,0.778790153782
200,19501,,16,200,0.5,False,True,True,mean,0.001,1e-05,0.778720292053
200,20001,,16,200,0.5,False,True,True,mean,0.001,1e-05,0.778739749559
